upc,name,total_volume_sold,total_value_sold,total_volume_unsold,total_value_unsold
421522,*CHUNKYCHOC FJ,15,17.65,2,2.3
421560,2 RICE PUDDINGS,223,446,260,520.4
422017,PROV HAGGIS,0,0,1,6.75
422703,2 GARLIC BAGTTS,667,1268.6,611,1161.5
422826,EPEEL W/ LEAVES,11,36.5,20,65.5
423281,2 STRWBRRY TART,285,1075.45,292,1100.6
423946,CIABATTA ROLLS,5,7.5,4,6
423953,BOCCONCINI,1,3.7,14,51.8
424851,RYL GALA TRAY,3,5,5,8
425872,WHT PEACH,2,5,0,0
427005,DALICLASS APL,0,0,1,2
427586,SAL SMK PARCELS,67,325,176,857.5
427623,ARB SMK KIPPERS,25,55,57,125.4
427692,PRP SPROUTS LG,2,4,0,0
427722,SPAG & MEATBLLS,1305,3919.84,1686,5061.94
428101,RICOTTA RAVIOLI,13,39,15,45
428170,GARLIC BRD SLCS,1050,1313.35,779,974.65
429405,SPAG BOLOGNESE,879,2638.4,1250,3755.6
429610,FTO C/T S/ROLLS,1,7,1,7
430807,BRD WILT HAM,2,30,3,45
432955,PATE DUCK ORAN,20,30,33,49.5
434355,ORG & MAN 500ML,7,15.9,3,6.2
434362,ORANGE & MANGO,13,19.5,19,29.85
434515,TOMS W/ MOZZA,343,1118.4,575,1871.8
434614,LEMON/LIME NET,1,1.5,7,10.5
434737,NET EYE/PUMPKIN,8,1.6,0,0
434829,2 SOCKEY SALMON,47,287.5,138,864
435567,JALAPENO TORT,0,0,1,1
435727,LGE MANDARIN DS,24,71.5,81,240.5
436052,SMK HAD F/C,362,616.2,347,589.9
436267,GOULDS CHEDDAR,5,15.39,1,2.84
436281,2 CRNSH PASTIES,202,335.2,189,317.3
436298,4 CRNSH PASTIES,10,15,13,19.5
437066,SPRING MACAROON,12,120,8,80
437516,SLICD JLSBERG,5,11.25,6,13.5
437523,SLICED EDAM,0,0,3,6
437530,SLICED HAVARTI,2,5.1,5,12.75
437622,SAL HR SL,99,495,216,1080.25
437813,FRT/NUT COLLECT,1,5,3,15
438414,DF PRWN CT,42,126.8,102,306
439190,12 BAKLAVA SLTN,0,0,2,8
439695,L LSTRD MCRN,0,0,4,30
441087,GEL FISH BL,28,84.4,56,168.4
441193,SALM F/CAKE,760,1292,640,1089.6
441865,2 SPICED BUNS,1,1.35,2,2.7
442763,SALMON ENCROUTE,194,970,375,1875
443012,RST PARSNP 300G,132,330,254,635
443456,CAUL/BRC/CRT HT,2,4,1,2
443906,COD F/CAKE,858,1458.6,746,1269.8
444255,CHICKEN FAJITAS,60,270,160,720
446396,HONEYDEW MELON,0,0,2,4
447584,COTTAGE PIE X2,41,287,80,560
447867,FARMH YOG STRAW,9,6.79,12,9
447973,FARMH YOG LEM,2,1.5,10,7.5
448000,FARMH YOG RASP,4,3,6,4.5
448116,FARMH YOG CHERR,5,3.75,14,10.5
448406,HOT CROSS LOAF,5,7.5,6,9
448482,MSH PAPPARDELLE,814,2445.15,1063,3193.2
448710,GREEN PESTO,101,252.5,260,650
448727,TOM & BASIL SCE,68,170,124,310
449144,MINI ORCHID,2,20,0,0
449458,MOZZ GIRASOLI,5,15,11,33
449779,APSTI SEL LRG,2,16,10,80
450867,ANEMONES,2,6,0,0
451697,RAVENS OAK,1,3.43,4,13.44
451703,BLACKSTICK BLUE,19,41.8,22,48.4
451727,E/MAT CRUNC,0,0,6,12
453479,TURKEY FEAST,5,18,12,43.5
454513,12 CHIPOLATA,416,1281.4,446,1376
455176,SMK BACON MEDX8,21,52.5,30,75
455183,VENISON LEG STK,11,76.5,53,384
455848,CHATEAUBRIAND,1,35,1,35
456388,PURELY PINE LG,11,33,14,42
456418,6 PLAIN P/CAKES,3,4.5,3,6
456616,CHOC SUNDAE,31,46.5,37,55.5
457507,CHK TIKKA RICE,171,598.9,253,889.5
457521,CHK KORMA RICE,117,409.5,202,709.19
458160,AA RIB-EYE STK,14,169.89,56,675.27
458696,500G TOUCH BUTT,1,1.7,0,0
460163,TOM MSCPNE SCE,64,160,106,265
460187,CARBONARA SAUCE,41,102.5,120,300
461290,CHKN PROVENCALE,716,2506,1124,3934.3
461603,G CHICK LEEK PI,278,1669,300,1801.5
461917,LOVE SAUSAGE,0,0,0,0
461955,FISH & CHIPS ML,735,1837.5,982,2455
462112,PEASHOOT S/FRY,620,1241.1,947,1895.9
462310,CER RDEER NOSES,10,46.25,0,0
462464,RAINBOW S/FRY,292,730.5,353,883
462716,PINEAPPLE MED,43,43,26,26
463072,SOFT APRICOTS,0,0,3,7.5
463348,1L CLEMENTINE,0,0,5,8.5
463447,MILLIONAIRE S/B,2,2.3,1,1.15
463508,CHS & BAC C/B,228,387.6,232,394.4
463621,BREAD FLTS 750g,53,424,145,1160
463737,BREAD FLTS X2,37,111,90,270
463775,HAM AW SMK W/T,137,412.4,214,642
464079,*SUSHI SNACK,22,34,18,29.3
464345,MM PRK PIE 6,1125,2250.8,1273,2548.4
464383,TORTIL ON & POT,36,117,160,520.15
464635,HYACINTH POS,4,24,2,12
464659,RAISIN & CASHEW,1,2.6,1,2.6
464789,SAL SMK W/ LEM,27,162,63,378
464826,SAL HOT SMK FLK,30,150,66,330
464864,FS S LEMONADE,16,35.2,13,28.6
465021,ARTICHOKES MAR,21,68.25,39,126.75
465083,DF COR CHK,90,225,189,472.5
465175,FETA PASTRIES,38,123.5,90,292.5
465182,DIP MOR HOUM,38,60.8,68,108.8
465229,SPEC RASP LG,10,40,6,24
465311,INDIAN STARTER,739,1849.85,879,2202.85
465342,DIP SELECTION,22,33.18,42,63
465557,CLASSIC F/SLD,12,36,6,18
465571,OLIV STF W/ PIM,3,8.6,15,42.8
465632,30 M SAUS RL TB,498,996,559,1118
465649,16 M EGG TB,52,104,106,212
466691,BFY STROGANOFF,1010,4042.7,1546,6186.95
466769,BFY SALMON WCRS,525,2100.25,629,2516
466783,BFY LINGUINE,44,176,53,212
466820,BFY RED CURRY,223,894.45,414,1658.45
467070,TART TOM CAM,24,72,71,213
467834,FRNCH BRD CRTNS,1,1.25,2,2.5
468275,BBY CRN SSNP,208,416.3,252,504.3
468299,TSB & FINE BEAN,193,386,185,370.3
468626,2 TARTE CITRON,130,427,329,1082.9
468770,TUNA FLT STEAK,30,231.44,99,755.64
469357,TARTE ABRICOT,13,74.4,53,310.1
469470,4 LUX HX (F),0,0,0,0
469920,2 ODB PRK LOIN,77,285.64,202,733.37
469937,ODB PORK FILLET,25,158.86,102,638.97
469951,2 ODB PORK CHOP,41,137.37,139,456.87
470353,CARROT CAKE,0,0,1,1.1
470957,P/LADY APP,10,20.2,6,12
471404,SOFT FIGS,2,5.6,3,8.4
471824,MARSHMALLOWS,0,0,0,0
472210,CHERRY CAKE,0,0,2,3.8
472562,2 CREAM DONUTS,103,175.3,114,194.2
472821,P/LADY APPLE,51,77,29,43.5
472999,SPEC RASPBERRY,85,179.5,65,141
473170,FRUIT SCONES,1,1,1,1
473323,2 SEABASS FLTS,707,3196.33,1252,5814.44
473927,TIGER PRAWN XLG,33,396,87,1044
474115,FTO H/SMKD SAL,0,0,1,15
475013,PK DI CASHW MAC,9,33,22,99
475143,LVE HRT VEGAN B,8,12,14,21
476089,MW RF OLV SPD 2,0,0,2,2
479103,CRUNCHER 300G,3,12.45,6,24.9
479127,CRUNCHER 500G,2,13.4,3,20.1
479813,SAUS RL LRG 2,316,252.8,318,254.4
480550,PUFF CHCKN 550G,259,1039.62,311,1245.52
480574,PUFF STEAK 550G,82,328,162,648.19
480819,PAELLA X2,31,248,75,600
480888,BUBBLE & SQUEAK,767,1764.1,767,1764.1
480901,4 POTATO ROSTI,902,1985.9,735,1619.7
480925,PUFF STEAK ALE,219,438,274,548
480956,DAFFODILS,11,11,5,5
480994,STEAK CASSEROLE,94,310.2,156,514.8
481328,4 MARIS JACKETS,0,0,1,1.5
481496,PRAWN BHUNA,767,3454.5,1059,4779.25
481502,BUTTER CHICKEN,765,3063.7,771,3090.95
481663,ROCKY ROAD MB,22,57.2,13,33.8
481724,O/B CUMBERLAND,255,790,331,1027.2
482189,SB LG CHS & TOM,300,1053,437,1532.7
482400,BEEF GRAVY,6,12,13,26
483568,2PT ORG SCT SKM,2,2.3,12,13.8
483582,2PT ORG SCT SS,3,3.45,7,8.05
483599,2PT ORG SCT WHL,6,6.9,20,23
484404,WENS/BLUEBERRY,0,0,3,7.5
484831,SEAFOOD CASSRLE,37,296,56,448
485289,SMPLY EGG CRESS,9,18.3,15,30
485326,FISH PIE X1,708,3175.5,838,3758
485340,COTTAGE PIE X1,643,2325.05,615,2232
485388,2 TANDOORI NAAN,406,893.7,621,1370.6
485418,2 GARLIC NAAN,137,301.68,159,351.18
485432,2 PESHWARI NAAN,38,83.6,31,68.2
485722,SOFT BUTTER,0,0,3,6.75
485838,WESTCOMB FARMHO,0,0,3,8.13
486224,SP TAPAS SEL,2,6,5,15
486255,LINCOLNSHR SAUS,13,40.4,50,153.4
486606,4PT ORG SCT SS,6,11.88,5,9.9
486613,4PT ORG SCT WHL,9,17.82,11,21.78
486781,STICKY TOFFEE,12,48,26,104
486972,CARBONARA BAKE,51,357,137,959
487108,APP BRAMLEY LSE,4,7.4,1,1.85
487245,VEG PASTA BAKE,82,410,186,930
487689,*A/B CROISSANT,7,6.3,0,0
487757,*SUGAR RNG DONU,12,6,0,0
487788,*JAM DOUGHNUT,4,2,0,0
487900,PAIN AU CHOC,3,3,0,0
487979,CHOCOLATE FUDGE,2,8,27,108.5
489010,L/D HADDOCK,277,1180.05,472,2007
489126,5% XLEAN BEEF M,249,996,389,1556
489782,BFY PEPPERCORN,19,76,32,128
489843,CHKN PASTA BAKE,55,275,133,665
489867,BEEF BOLOG BAKE,63,315,137,685
489881,BREBICET,0,0,1,3
489898,BEEF LASAGNE X2,128,640,249,1245.25
489904,GOLDEN CENARTH,1,5,1,5
493963,SCHNEIDER RYE,5,5.5,0,0
494199,DOVER SOLE,24,164.88,57,370.52
496629,DELI PASTRAMI,4,13.8,7,23.7
496667,CHKN ENCHILADAS,54,243,159,715.5
497053,SKIM 1 LTR,1,0.78,0,0
497251,BFY PAELLA,762,3049.5,1321,5286.25
498593,UNSALTED BUTTER,2,3,7,10.5
498692,PROFIT'LE STACK,107,409.25,249,960.7
498869,HADDOCK FILLETS,50,275.01,101,559.29
498906,SMK HADDOCK FLT,98,557.74,125,737.96
498968,COD FILLET,410,1799.37,602,2647.78
499637,CRAB DRESSED,7,42,19,114
500166,BABY BANANA.,1,1.2,5,6
500395,L/D LEMON SOLE,227,1137.5,460,2300
500456,HARRY HEDGEHOG,0,0,2,20
500975,CHIVE COTT/CHSE,60,81.02,163,219.29
502566,4 CROISSANTS,9,18,6,12
502597,4 R/F CROISSANT,3,5.55,8,14.8
502610,4 PAIN AU CHOC,4,7.4,12,22.2
502627,2 PAIN AU RAISI,4,7.4,1,1.85
503303,MM PRK PIE 145G,498,622.9,582,727.6
503471,SKIN ON BREAST,77,269.5,212,742
503730,HOLLANDAIS SAUC,11,16.5,20,30
503990,CRUSTED SEABASS,41,293.29,123,887.88
504690,MILLIONAIRE MB,0,0,0,0
504713,FLAPJACK MB,0,0,0,0
505413,MELON MEDLEY,2,6,1,3
505833,CORONTN  SLAW,3,5.1,9,15.3
505864,BEET/TOM SLD,16,40,14,35
505871,HAM & EGG SLD,62,155,73,182.5
505888,CHK/BAC LYR SLD,14,44.8,15,48
506267,ROSA VERDE BAG,108,216.65,131,263.84
506694,CANTONESE CHCKN,142,497,198,693
506861,LAMB CKN KOFTA,76,247,157,511.8
508018,BERRY MEDLEY,13,39,19,57
508049,PEPPER AND ONIO,554,1385,496,1240
508056,PURELY POMEGR,11,19.55,10,17.5
508650,MULLED WINE JEL,17,1.7,0,0
508810,IRL PRK LOIN JT,2,12.4,14,89.54
508957,GRATED PARMS,1,3.8,5,19
509077,HAM BRD APW SMK,59,162.6,122,333.6
509428,IRL PRK LOIN ST,3,11.55,22,84.7
509527,GARLIC PRAWNS,86,344,174,696.25
509756,IRL PRK BEL STR,4,16,20,72.33
510080,Pork Loin,107,611.98,169,946.15
510332,2 ORG SAL FLTS,19,152,50,400
510349,DI TSB SPEARS,62,124.1,47,94
510547,WILT HAM BRD 10,50,139.8,66,183.6
510615,DI BOSTON BEANS,49,79.2,32,50
510882,BEEF RST RARE,396,1089.6,722,2006.2
511506,DI EXT FINE ASP,21,34,38,58
511513,BBY CAR & TSB,70,140.1,78,156
512787,SWEET POTATO CH,375,862.5,444,1021.2
513029,HALLOUMI.,0,0,4,12
513036,HALIBUT FILLETS,26,282.72,84,918.75
513395,2 ECCLES CAKES,3,3.9,2,2.6
513845,BLACK GRAPE,7,17.5,3,7.5
514316,WHOLEMEAL 400G,3,2.7,5,4.5
514866,WHEATGERM,5,5,4,4
515221,WHOLEMEAL 800G,5,5.75,5,5.75
515351,JAR & SNOWBALLS,8,80,0,0
515559,4 BREADED COD,60,360,236,1416
516020,2 BREADED HAD,89,267,209,627
516150,SMK EXTRA THICK,21,52.5,48,120
516167,U/S EXTRA THK,31,77.5,27,67.5
516303,CHORIZO,0,0,6,18
516785,CAPPELLETTI HAM,5,15,16,48.15
517591,SWEET POTATO WE,519,519,374,374
517706,BANANA SML BG,5,5,1,1
517805,NUT/FRT/BRRY MX,0,0,2,5.2
518949,6 W/MEAL ROLLS,4,5,1,1.25
518963,LUX HONEY/GINGE,76,57,58,43.5
518994,LUX VANILLA,74,55.5,83,62.33
519007,LUX STRAWBERRY,33,24.75,35,26.25
519083,6 WHITE BAPS,9,11.25,3,3.75
520379,CHICKEN OUT,47,282,184,1104
520539,SGL TSB,791,632.8,687,550.8
520928,LUX FRUITED LOA,4,6,10,15
521017,WHL LEG LAMB,7,177.95,41,1096.3
521086,BFY HAM MSTRD,740,2961,1056,4227.25
522397,ODB PRK LEG JNT,58,331.78,191,1129.8
522816,LG TOPRUMP JNT,9,193.54,29,666.06
522960,4 MUFFINS,11,6.6,2,1.2
523042,KIDS ORG YOGURT,7,12.65,8,14.3
523486,BROC/CRT/COURGT,552,1104.5,768,1537.5
523547,I QCH CHS ONION,97,169.75,131,229.25
524230,I QCH BR TOM,432,756,633,1107.75
524360,SAL/ROC F/CAKES,42,189,107,481.5
524490,KING STRAWBERRY,2,8,0,0
524575,B/STICK BLUE,0,0,1,2
524605,MEATBALL MARINA,34,204,163,978
524612,THE WHOLE HOG,24,144,166,996
524629,PHILLY STEAK OU,32,192,172,1032
526050,2 SODA FARLS,1,0.9,0,0
526296,RTR CHIC W/ BAC,87,609,142,994
526807,CRUNCHER/ONION,4,10,9,22.5
528207,GARLIC BAGUETTE,1007,1008.45,649,649.95
528672,CHKN S&S SCE,836,3345.75,851,3419
529570,1L RGRAP & POM,4,7.2,6,10.8
530446,6 B/MILK PIKELE,1,1,4,4
530507,1L FSQ ORAN SMT,618,1546.3,1009,2526.4
530538,DIANE SAUCE,4,8,13,26
530620,SB MIX PIZZ SL,381,1524,674,2696
531092,SODA BREAD,6,6.9,3,3.45
531641,FILLED PEPPERS,73,204.8,241,674.9
532662,6 IRISH PANCAKE,0,0,3,3
533157,TRPL COOK CHIPS,747,1867.6,630,1575.6
533171,PARMESAN MASH,78,218.4,273,764.4
533188,MUSHY PEAS,189,378,281,562.2
533409,RST POT/GSE FAT,422,1049.4,724,1789.5
534338,THAI FISHCAKES,192,866.3,352,1588.6
535175,2 L/SMK SAL FLT,31,201.5,114,741
537377,CARAMEL CRISPY,27,70.2,9,23.4
537797,SUPERBRRY 500ML,2,4,3,6
537872,3 BEAN SALAD,15,33,16,35.2
538077,COU CHCKN TIKKA,637,1911.2,779,2340.6
538343,*CHEESE PLOUGH,22,50.6,9,23.7
539210,RADIANT RAINBOW,4,12,2,6
539364,SANTINI SALAD,106,266.6,76,190.4
541336,TINY TANGE,0,0,2,6
541343,DANISH W/MEAL,2,2,2,2
541404,UNDYED SMK HADD,40,217.91,63,329.65
541473,TWIN HOND PRWN,110,660,427,2562
542319,MASCARPONE,2,5.4,2,5.4
542678,CRML & CHOC POT,44,149.8,107,367.5
542715,PR & ELDERF JLY,5,15.4,9,31.5
542739,MGO & PFRUIT PC,40,131.6,58,195.3
544894,*SUPERBERRY 250,8,12.25,4,6
544917,ROCKY ROAD BAR,0,0,0,0
545037,*LG VEG SAMOSA,0,0,1,1.5
545785,200G GRK FETA,0,0,2,5.2
546447,MW RF OLIVE SPD,1,1.5,1,1.5
546546,DIP ONION GRLIC,13,19.5,50,72.4
546713,OLIVE W/ FETA,104,296.8,157,448.75
546720,OLIVE MANZANIL,4,10,4,10
546850,TANGERNE FAMILY,0,0,2,5
547024,MILD CHD SLICE,1,2,1,2
547062,PARMA HAM 25G,6,6,12,12
547093,CHK SL W/T,38,76,42,84
547116,DIP HOUM SEL,43,73.5,105,178.7
547321,AROMATIC S/FRY,126,315,213,532.6
547666,JA BBQ CHK KB,213,597,299,837.6
547680,SAL POACH FLT 2,80,480,152,912
547994,WHOLEFOOD SALAD,5,11,4,8.8
548298,SINGLE PEPPER,16,9.6,2,1.2
548540,SAL WILD SMK 4,14,84,22,132
548922,RED THAI CHICKE,11,44,23,92
548953,PORT SALUT 185,1,2,0,0
549288,CHICKEN PANANG,15,60,29,116
551380,KING PRAWN CURR,43,194,64,288.5
551687,COD FILLETS BAG,73,691.23,199,1921.1
551717,SMK HAD FLT BAG,12,136.08,65,713.92
552127,LAKSA SWEET POT,0,0,3,7.5
552158,MINI PORK & VEG,13,32.5,30,75
552165,BANQUET BOX,42,420,103,1030
552622,CRISPY TEMPURA,142,355.5,205,513
552646,FRAGRANT BEEF C,7,31.5,9,40.5
554886,JERSEY BUTTER,6,13.2,4,8.8
555180,FTO POT SALAD,1,6,0,0
555647,UK FINE ASPRGS,4,8,0,0
555678,PRK PIE MEDIUM,615,615.05,822,822.05
556729,SMPLY CHS&ONION,5,7.5,6,9
557405,MX BABY PEPPER,0,0,1,1.5
558006,2 COD LOIN FLTS,463,2589.82,715,3959.1
558013,2 HAD LOIN FLTS,134,780.74,244,1469.75
558020,2 SMK HAD LOINS,1067,6611.18,1393,8816
558051,L/SMK SAL BAG,29,348,49,588
559232,TEACAKE M/B,0,0,1,2.6
559270,WELSH 12% LBEEF,11,36.62,24,79.36
559294,CASSEROLE STEAK,8,28.4,24,84.4
559331,SIRLOIN STEAK,1,7.92,1,7.6
559355,FILLET STEAK,1,12.6,3,36.14
559409,TOPSIDE JOINT,1,18.8,1,17.99
561075,PIGS N BLANKETS,4,14,0,0
561112,ICED SPICED BUN,1,0.8,2,1.6
561891,TROUT TWIN PACK,18,108,60,360
561952,SPRAY CARNATION,0,0,1,3
562003,*200G PARMESAN,3,18,2,12
562010,SLC LEERDAMMER,0,0,8,14.75
562027,MIX POINT PEPPR,2,5,2,5
563253,ODB PK BEL STRP,49,156.59,209,668.77
563260,LAMB SHLD JNT,35,317.74,126,1120.29
563734,PURELY MANGO,5,15,15,45
564380,PICC VINE 400G,18,54,11,33
564489,ORZO PASTA SLD,17,37.4,5,11
564731,CHILI BEEF SOUP,23,57.5,64,160
564762,CHCKN CHRZ SOUP,30,75,105,262.5
565370,CIABATTA,0,0,1,1.5
566049,SMKD BACK BACN,65,196,88,264.2
566247,SMOKED STREAKY,50,150.4,73,219
566278,U/S BACK BACON,82,247,92,276
566292,UNSMKD STREAKY,72,216.2,105,315
567633,CHK RST BRST 4,36,252,136,952
567718,SEA BREAM FLTS,52,194,192,776
567756,PRP BUTTERNT SQ,258,516.1,405,810.1
567985,BRTS FILLET 570,290,1451.5,548,2740
568326,*ECCLES CAKE,0,0,0,0
570480,TWIN PACK 12%,6,30,44,220
570725,4 LOIN CHOPS,3,14.85,7,34.65
570756,2 LEG STEAKS,3,13.02,11,47.74
570770,RACK OF LAMB,3,27.37,21,205.7
570893,12 ORIENT VEG,3,15,11,55
571876,CAULI CHS 900G,10,50,37,185
571944,IT PANCETTA DCE,7,17.5,7,17.5
573108,KIDS FISH PIE,172,430.1,334,835
573559,CLEM LEM HNY JC,4,8.8,4,8.8
573696,VICTORIA S/WCH,0,0,3,8.4
576321,MOUSSAKA X1,470,1881,526,2105.5
576451,SHEPHRDS PIE X1,404,1468.6,464,1692.3
576598,2 COD FILLETS,1,7,0,0
577663,PASTA/FETA,0,0,1,2.5
578448,SP RESV RIBEYE,10,74.04,87,687.23
578479,SP RESV SIRLOIN,10,79.59,65,505.15
578806,BRAEBURN POLYBA,2,3.6,6,10.8
580304,SS WHT MED 400g,4,3.6,6,5.4
580311,GRANARY FH 800G,3,4.5,3,4.5
580328,SS BB MED 400G,2,1.8,1,0.9
580342,SS BB MED 750g,3,3.3,8,8.75
580458,ORG BRIT BUTTER,1,1.9,2,3.8
581028,GRTD MAT CHDR,31,62,6,12
582629,1PT ENG ORG SKM,28,18.2,43,27.95
583060,BRESAOLA,0,0,1,4
583657,BABY CARROTS,691,1280.9,893,1663.4
585477,2 MILLION S/BRD,70,266.4,137,534.4
585620,MXD FOLIAGE,1,2.75,0,0
585811,MINI WHIPS,5,10,0,0
585873,ANTIPASTI 115G,6,24,4,16
585965,6 DUCK EGGS,3,6.6,1,2.2
587990,STK LASAGNE X1,572,2288,834,3337.25
588003,STK LASAGNE X2,25,175,45,315
589079,MINT,195,156.2,233,186.64
589253,ODB PORK MINCE,72,144,203,406
589444,DICED LAMB,34,139.4,110,445.95
589512,CHIVES,32,25.6,79,63.2
589628,CORIANDER,755,605.2,620,496.48
590273,MINCED BEEF,71,127.8,137,246.6
590303,DICED BRST FLTS,54,189,186,651
590365,4 YUM YUMS,7,8.75,12,15
592468,STEWING STEAK,86,300.6,221,776.5
592734,TWIN FLORETS,337,505.5,355,532.5
593441,FRUITY BEAUTY,78,234,45,135
593922,GBF EASY PEEL,1,2.9,0,0
593939,1 SALMON FILLET,89,311.5,296,1036
594103,MIM COD/PARS,147,588,287,1148
594127,MIM HAD & CHS,130,520,245,980
594134,MIM SALM/W'CR,141,564,278,1112
597395,2 CHOUX BUNS,160,272.5,152,258.5
598569,SKINLESS THIGHS,231,808.7,424,1484.2
599214,2 CREAM SLICES,79,135,76,129.9
600606,SEABASS FLT BAG,14,162,96,1112
600965,6 PRAWN SIU MAI,141,387.75,242,665.65
601153,LGE FRT TRIFLE,51,150,153,448.5
602501,BRD/BUTTER PDNG,305,763,257,642.6
604109,APPLE SPONGE,17,51,27,81
604161,ODB PRK SHD STK,48,132.38,160,437.97
604178,BEEF JOINT,5,109.95,10,242.41
604437,CHDDR & CARAM,4,2,4,2
604765,SGL CARAMEL DS,6,9,13,19.6
604819,MUSSELS/GARLIC,14,51.1,38,138.7
604871,ICED COFFEE LAT,1,1.4,3,4.2
605458,POT/EGG SLD,66,165.2,67,167.5
605854,COU FISH PIE,183,549,222,666
606158,BOSTON F/BEANS,688,1263.9,869,1594.3
606332,BUTTERMILK P/CK,1,1.5,0,0
606707,2 CREME CARAMEL,9,24.3,39,105.3
607537,DIP 230G HOUM,312,455.4,377,547.8
607940,CHK RST SKNLESS,58,246.5,87,369.75
608367,NARCISSI POSY,6,24,0,0
610469,EX LEAN HAM X25,8,24,9,27
610469,HAM XLN SL 25,2,6,1,3
610629,RST BEEF SS,335,670,466,932
610827,LGE RASP ROYALE,48,142.5,82,238
610995,TROUT KILN SMK,39,195,60,300
611046,SAL SMK RIB 50G,22,55,45,112.5
611183,CARROT BATONS,586,586,579,581
611251,HOUSE SALAD BWL,13,45.5,23,80.5
612296,SHIITAKE MSHRM,8,12,18,27
613163,SWEETIE GRPFRT,1,2,4,8
614351,HERRINGS CHPD,9,27,48,144
614801,MAD TIGER PRAWN,24,168,108,756
615051,ORGANIC NATURAL,0,0,1,1.65
615068,ORG GRK STYLE,12,21.1,43,75.4
615075,BRITTANY BUTTER,19,41.9,23,50.6
615150,MADEIRA LOAF,0,0,0,0
615297,FTO 24 MINI TAR,0,0,1,12
615655,W/T HAM SL 140G,31,62,28,56
616362,CHK & BCN ROLL,0,0,2,6.6
616690,HR HAM W/T SL,29,58,60,120
616706,TURKEY W/T SL,53,106,60,120
618236,HAM W/T  SL,106,318,179,537
618878,CABBAGE MEDLEY,308,739.3,388,931.2
619400,HOUMOUS/CARROT,8,8.15,5,5.6
619448,RAINBOW SLD,44,96.8,26,57.2
619653,STRAWBRY SPONGE,20,61,21,63.4
619677,CHOCOLATE ROLL,1,1.5,2,3
619783,APRICOT ROLL,1,1.5,2,3
620208,COU CHICK N MAY,1,2.5,1,2.5
621656,4 CHORLEY CAKES,0,0,2,2.6
622080,8 W/ML MINI SUB,3,4.5,1,1.5
622165,VINE TOMS RST,8,26,43,139.75
623599,SNOWBALLS,1,2,4,8
623711,VEG SUSHI,3,9,10,32.25
623742,ORG SMKD BACON,0,0,2,6.6
624596,CALI ROLL SUSHI,5,20,9,37
626866,MACARONI CHEESE,1062,3186,1206,3625
627351,BREAST FLT BAG,46,460,73,730
629133,LAMB GRAVY,2,4.09,14,28
629706,BALLOON CAKE,1,12.5,1,12.5
630085,XL CUCUMBER,0,0,1,0.8
630481,KING PRAWN DIP,1,2.5,4,11.6
632812,COU LASAGNE,164,492,276,828
633451,WALKERS CHS/ON,0,0,2,1.54
634434,FLORA PRO SPRED,0,0,2,7.8
634526,6 CLASSIC M/PIE,30,27,0,0
634717,BANANA LOAF,0,0,3,6
634816,LEMON LOAF,2,4,6,12
635257,SPN CANNELLONI,427,1282.5,590,1771.5
635295,FRESH FUSILLI,7,12.25,10,17.5
635301,FRESH PENNE,9,15.75,9,15.75
635332,TAGLIATELLE,51,89.35,56,98
635387,TOM & CHILLI SC,28,70,65,162.5
635486,PANTOFOLA,262,664.5,326,834.05
635646,12 WF VEG,108,634.3,180,1054.75
635646,WF PIZA VEG&PES,60,300,42,210
635677,6 WHITE PITTA,2,1.2,7,4.2
635684,6 W/MEAL PITTA,1,0.6,5,3
635738,FRESH SPAGHETTI,9,15.75,8,14
636155,RICOTTA MAGRA,2,3.4,3,5.1
636186,PAVE D'AFFINOIS,0,0,2,6
636193,BRIE DE MEAUX,12,34.52,36,107.85
636896,LEEKS LSE,19.9,55.025,0,0
637367,PUFF APPLE PIE,66,198,127,383
637596,VANILLA C/CAKE,45,180,195,780
640046,WHOLE CELERY,27,16.2,29,17.4
640701,RICE PUDDING,44,132,88,264
641128,THAI CHK SOUP,58,145.2,120,300
641142,BUTTERNUT SQ SP,77,192.9,151,377.5
642118,SUPERSEED 800G,10,15,6,9
642873,WF PIZA HAM&MUS,49,245,38,190
642934,9 SB CHS & TOM,156,470.3,209,632.3
643016,SEAS GLD POTS,710,1156,593,971.7
644075,MIM S.HAD & CHS,149,596,290,1160.76
644648,MSHRM/ONION PIE,135,378,195,546
644839,BRIOCHE LOAF,0,0,2,3.7
644846,8 BRIOCHE ROLLS,1,1.6,0,0
645072,SIMPLY BF BRGR,18,27,59,88.5
645089,MINCE BEEF 250,89,195.8,169,371.8
645348,ROSEBUD B/ROOT,5,8.75,6,10.5
645751,SGL FINE BEANS,704,563.2,584,467.2
646291,AA SML BEEF JNT,4,67.77,21,339.55
646437,F/HSE GOAT BUTT,0,0,4,6
646444,CHILLI CRUNCH,1,2.5,1,2.5
646642,12 MINI PIES,0,0,2,10
646987,SLMI MILANO 30G,6,6,3,3
647434,CHICKEN SAAG,215,860,337,1348.57
647458,MIX VEG MASALA,111,444.25,217,868.25
647717,PARSLEY SCE,19,24.7,47,61.1
648745,8 MINI CHOC MFN,2,3.2,11,17.6
649391,PEAS & CARROTS,705,1693.8,704,1694.4
649452,TURKEY SOUP,1,2.5,4,10.15
649933,BRIT ROAST HAM,0,0,1,6
650403,CHK RST LEG 2,506,1012,732,1464.8
651301,CHK RST BRST,98,245,203,507.5
651851,*HC SLT/VINEGAR,8,6.4,0,0
652070,CHOC BROWNIE MB,48,124.9,12,31.3
